customer,email,phone,region,country,product,category,price,quantity,total,payment_method,status,date
Martin Gill,shortlisa@example.org,369.673.9809x803,Africa,Finland,Treatment,Electronics,443.58,5,2217.9,Credit Card,Cancelled,2026-01-05
Jason Jones,james90@example.com,(833)948-8232x001,Europe,Canada,American,Books,21.57,9,194.13,Credit Card,Cancelled,2026-01-16
Matthew West,mayerdale@example.org,+1-630-503-5193,North America,Holy See (Vatican City State),Season,Home,440.95,5,2204.75,Credit Card,Completed,2026-03-24
Maria Lowe,tony33@example.org,858.484.9289,Europe,Estonia,Specific,Home,18.94,7,132.58,Bank Transfer,Pending,2026-03-17
Joseph Young,kenneth94@example.net,(443)855-0012x4355,North America,Benin,Number,Electronics,93.03,1,93.03,Cash,Pending,2026-02-15
Rebecca Garrett,larryperez@example.net,+1-914-656-7042,North America,Sao Tome and Principe,Operation,Sports,435.81,2,871.62,PayPal,Cancelled,2026-03-20
Lindsey Odonnell,osmith@example.org,(986)224-5795,Asia,South Africa,Prove,Clothing,34.49,1,34.49,Cash,Cancelled,2026-01-08
Tracey Hull,curtisthomas@example.com,(673)416-3905x269,Europe,Syrian Arab Republic,Several,Electronics,311.27,8,2490.16,PayPal,Pending,2026-04-01
Ronald Dodson,erikkelley@example.com,901-285-5263x08609,North America,Ukraine,Wind,Clothing,328.51,8,2628.08,Bank Transfer,Completed,2026-02-10
Chelsea Thompson,jacquelinehoffman@example.com,(642)724-3137x33523,Asia,French Southern Territories,Trial,Sports,241.23,1,241.23,Cash,Pending,2026-03-28
Cameron Hodges,melissagarrett@example.org,001-592-255-2644,Africa,Russian Federation,Tonight,Books,263.79,3,791.37,PayPal,Pending,2026-01-21
Donna Mathews,sarah70@example.com,(565)983-5030x180,Africa,Nepal,Western,Electronics,418.87,6,2513.22,Cash,Pending,2026-01-28
Michael Guzman,millertrevor@example.net,+1-676-550-2059x390,South America,Tunisia,Eye,Sports,52.71,5,263.55,Bank Transfer,Completed,2026-03-17
Jessica Forbes,jacqueline90@example.net,298.361.5773,South America,Gabon,Treat,Clothing,185.5,6,1113.0,Credit Card,Cancelled,2026-01-10
Michael Larsen,kimberly78@example.net,660.471.1300,South America,Pitcairn Islands,Any,Books,497.21,1,497.21,Bank Transfer,Completed,2026-02-09
Amy Estrada,lporter@example.org,001-823-275-5785x35339,Africa,Tanzania,Finally,Electronics,415.57,2,831.14,Bank Transfer,Pending,2026-03-22
Cynthia Jackson,imccall@example.net,490-563-5405x2349,Europe,Isle of Man,Person,Home,326.33,3,978.99,Cash,Cancelled,2026-01-20
Michael Bishop,crystal42@example.org,965.799.7455,Africa,Sudan,Day,Sports,346.94,2,693.88,PayPal,Completed,2026-04-04
Jose Gonzalez,kellypitts@example.net,579-597-6992,Europe,Cayman Islands,Church,Home,98.97,7,692.79,Credit Card,Cancelled,2026-02-12
Melissa Johnson,amandastokes@example.net,392-525-4459x1541,North America,Cambodia,Memory,Books,409.43,1,409.43,Credit Card,Completed,2026-01-15
Wesley Manning,qsmith@example.net,(223)696-1160,Africa,Belgium,Trip,Books,89.96,8,719.68,Bank Transfer,Cancelled,2026-03-29
Lindsay Foster,mwilliams@example.com,737-997-3746,Europe,India,Can,Home,180.5,9,1624.5,Cash,Cancelled,2026-03-02
Steven Vega,andrewchristian@example.org,(255)619-2940x4594,South America,Italy,Learn,Books,159.93,4,639.72,Bank Transfer,Pending,2026-02-15
Keith Hernandez,susanwolfe@example.net,6536133477,Africa,Saint Martin,Draw,Books,406.45,1,406.45,Cash,Completed,2026-04-05
Kenneth Vasquez,luis46@example.org,568.782.7376x97354,South America,United Arab Emirates,Each,Books,163.49,2,326.98,PayPal,Cancelled,2026-02-21
Joshua Reyes,hernandezstephanie@example.org,558.387.6374,Africa,Grenada,Design,Clothing,51.98,6,311.88,Bank Transfer,Cancelled,2026-01-25
Norma Estrada,nicolemclean@example.com,4965646438,Europe,Tuvalu,Indicate,Electronics,469.03,7,3283.21,Credit Card,Completed,2026-03-20
Ronald Ellis,luisreynolds@example.org,293.230.7523,Europe,San Marino,Bag,Sports,245.38,8,1963.04,PayPal,Completed,2026-02-23
Jeffrey Johnson,millerwilliam@example.org,970.598.6798x17174,Asia,Western Sahara,Process,Sports,185.03,7,1295.21,PayPal,Pending,2026-03-25
Phillip Smith,dsmith@example.net,346.487.6805x077,Africa,Panama,Consider,Home,76.78,3,230.34,Credit Card,Cancelled,2026-03-11
Joseph Macias,tburnett@example.net,001-909-543-2237x34611,Africa,Thailand,Likely,Books,146.46,9,1318.14,Cash,Cancelled,2026-02-07
Lisa Leach,kwilliams@example.com,+1-403-349-2443x44388,Africa,Antigua and Barbuda,Theory,Books,122.12,10,1221.2,PayPal,Pending,2026-03-08
Joseph Kane,ortizveronica@example.com,252-758-8867x39062,Africa,Bahrain,Into,Home,222.77,8,1782.16,Bank Transfer,Cancelled,2026-01-28
Tiffany Pace,dmurphy@example.com,537-918-0302x35533,Africa,Switzerland,Eat,Home,358.67,9,3228.03,Cash,Completed,2026-02-10
Shelly Bean,webbrhonda@example.net,843.605.2390x09077,North America,Jordan,Particular,Books,346.84,6,2081.04,Cash,Cancelled,2026-03-16
Dr. Michael Pittman,omills@example.com,+1-839-680-9299,Africa,China,Your,Home,370.32,1,370.32,Credit Card,Pending,2026-03-11
Matthew Jordan,greentravis@example.org,001-962-791-1098x49361,Asia,Albania,Threat,Clothing,97.93,7,685.51,Bank Transfer,Completed,2026-03-15
Sharon Richard,epark@example.net,850.531.1930,Asia,North Macedonia,Late,Home,229.06,1,229.06,Credit Card,Pending,2026-01-08
George Jones,dawnbaker@example.net,502.982.9547,North America,Macao,Exactly,Electronics,72.22,2,144.44,PayPal,Pending,2026-01-21
Brent Garcia,paulwolfe@example.com,467.882.6653,Asia,Macao,Would,Home,265.45,4,1061.8,Cash,Cancelled,2026-02-09
Alejandra Lamb,obates@example.com,001-456-222-6593,South America,Switzerland,Certainly,Clothing,309.02,9,2781.18,Cash,Cancelled,2026-02-03
Ryan Fisher,stephanie97@example.com,8595206224,North America,Palestinian Territory,May,Clothing,95.07,8,760.56,Credit Card,Pending,2026-04-03
Aaron Lowe,sergiojohnson@example.com,(434)453-7422,South America,Colombia,Second,Electronics,15.3,7,107.1,Cash,Completed,2026-03-23
Dennis Silva,francorobert@example.com,(282)630-0094x537,Africa,Aruba,Type,Electronics,173.83,2,347.66,Credit Card,Completed,2026-01-30
Ryan Meyer,teresa21@example.com,5972790387,Africa,United States Minor Outlying Islands,Entire,Electronics,472.87,6,2837.22,PayPal,Completed,2026-03-15
Mark Howard,fostercindy@example.org,(444)950-4900x178,Africa,Djibouti,Become,Clothing,110.01,4,440.04,PayPal,Cancelled,2026-03-04
Brian Duke,jessicamiller@example.org,+1-267-528-9889x45888,Asia,Canada,Fill,Home,217.89,2,435.78,PayPal,Pending,2026-01-20
Natalie Hansen,rgonzalez@example.org,001-622-771-1532x60064,Europe,Tunisia,Life,Clothing,37.15,6,222.9,Credit Card,Completed,2026-03-07
Jason Anderson,nicholasrose@example.net,001-216-548-7568x108,North America,Burkina Faso,Citizen,Books,263.66,6,1581.96,PayPal,Pending,2026-04-03
Courtney Bolton,zvazquez@example.com,+1-341-735-4353x687,North America,Saint Helena,Teach,Clothing,256.45,2,512.9,PayPal,Cancelled,2026-03-30
Patricia Krause,cole49@example.com,461.848.9109,Asia,Sri Lanka,Claim,Books,170.09,1,170.09,PayPal,Pending,2026-01-14
Joan Fernandez,janetreyes@example.net,(354)496-0756x343,Europe,Guinea-Bissau,Question,Electronics,121.76,1,121.76,Credit Card,Pending,2026-03-30
Stephanie Sherman,burtonjody@example.com,647-429-5781x3304,Asia,Somalia,Campaign,Books,317.39,8,2539.12,Cash,Pending,2026-03-03
Emily Taylor,peterlee@example.com,(652)299-9486,Asia,Costa Rica,Many,Electronics,241.55,1,241.55,Cash,Pending,2026-03-24
Briana White,fanderson@example.org,319-432-7925,North America,Colombia,Important,Sports,401.92,6,2411.52,PayPal,Pending,2026-03-23
Aaron Kelley,jennifercampbell@example.net,223-673-2893,Asia,United Arab Emirates,Drop,Books,318.76,4,1275.04,Bank Transfer,Cancelled,2026-03-28
Ashley Vaughan,snunez@example.com,+1-856-394-0620x769,North America,Finland,Catch,Electronics,365.22,1,365.22,Credit Card,Pending,2026-03-30
Crystal Anderson,mark56@example.net,(569)949-1562x48495,Europe,Greece,Share,Sports,109.0,6,654.0,PayPal,Cancelled,2026-02-08
Cynthia Rios,hopkinsangel@example.org,883.618.6796x9991,Africa,Senegal,Miss,Books,219.58,3,658.74,Cash,Pending,2026-01-26
Victoria Griffin,ryan68@example.com,001-464-761-9649,North America,Libyan Arab Jamahiriya,Former,Sports,115.05,5,575.25,Cash,Cancelled,2026-04-02
Andrea Barton,tina09@example.org,+1-238-891-4216,North America,Anguilla,Trial,Books,223.18,3,669.54,PayPal,Completed,2026-03-02
Theresa Schneider,hpadilla@example.org,609-477-5583x30973,Africa,Saint Martin,Teacher,Electronics,187.51,10,1875.1,Bank Transfer,Pending,2026-02-27
Sandra Smith,mathewsjason@example.org,001-302-819-7075x492,Europe,Bhutan,Hotel,Clothing,498.08,1,498.08,Bank Transfer,Completed,2026-01-31
Christopher Wilson,oreed@example.org,741.204.2821,Africa,Isle of Man,Finish,Clothing,12.85,9,115.65,Credit Card,Cancelled,2026-02-11
Chad Mcdonald,john76@example.net,+1-603-714-8989x10491,Asia,Saint Martin,Else,Clothing,49.63,1,49.63,Credit Card,Pending,2026-03-09
Andrea Murphy,ajones@example.org,(774)849-2961x3573,Europe,Guadeloupe,National,Electronics,279.81,9,2518.29,Credit Card,Completed,2026-03-29
Mrs. Erin Harmon MD,patrickmckee@example.org,888.461.9512x5583,South America,Colombia,Relationship,Sports,361.5,6,2169.0,Cash,Completed,2026-04-03
Kelli White,cody62@example.org,972.986.8813x35311,North America,Sao Tome and Principe,Answer,Sports,113.4,6,680.4,Credit Card,Pending,2026-02-21
Michael Cruz,austincheryl@example.org,(204)284-3238x403,Asia,Qatar,Page,Home,461.53,2,923.06,Credit Card,Completed,2026-01-19
Lindsey Farmer,dennissteven@example.net,(647)990-8784x555,North America,Nigeria,Not,Home,266.31,3,798.93,Credit Card,Completed,2026-01-20
Amber Nguyen,woodszachary@example.com,8044289718,South America,Cape Verde,Political,Sports,43.35,5,216.75,Cash,Cancelled,2026-01-31
Richard Long,nicholsstacy@example.org,(298)391-0906,Africa,Cocos (Keeling) Islands,Understand,Books,347.86,7,2435.02,Credit Card,Pending,2026-01-10
Christine Cain,jessica63@example.com,4237280519,Africa,Madagascar,Computer,Home,471.08,5,2355.4,Cash,Pending,2026-01-07
Christopher Williams,cmeyers@example.com,+1-253-547-8245x187,Europe,North Macedonia,Several,Books,249.6,4,998.4,PayPal,Cancelled,2026-01-18
John Jimenez,dale65@example.com,001-704-565-6300x3422,North America,Heard Island and McDonald Islands,Area,Home,471.47,1,471.47,Credit Card,Cancelled,2026-02-28
Mrs. Sophia Gray MD,gcarroll@example.org,920-585-3138,Africa,Guinea-Bissau,Change,Electronics,55.92,2,111.84,Credit Card,Pending,2026-03-21
Mitchell Smith,mrojas@example.com,+1-370-397-8667x3040,North America,Ecuador,Director,Sports,171.98,8,1375.84,Bank Transfer,Completed,2026-01-19
Melissa Smith,anthonyramirez@example.com,(552)523-2165x117,Africa,United States Virgin Islands,Spring,Books,117.38,8,939.04,Bank Transfer,Completed,2026-01-22
Cheryl Oconnor,carrdonna@example.net,+1-385-381-7453x42144,Africa,Serbia,My,Clothing,499.28,4,1997.12,PayPal,Cancelled,2026-03-18
Craig Hayes,thomas42@example.org,239-730-6967,South America,Guadeloupe,Huge,Sports,201.61,1,201.61,Bank Transfer,Cancelled,2026-03-04
Michael Martinez,thill@example.org,001-263-485-4329,Europe,Pakistan,Want,Sports,85.79,2,171.58,PayPal,Completed,2026-03-11
Ryan Jackson,lindsay94@example.org,846-230-6128,South America,Bermuda,Shake,Books,147.57,4,590.28,Credit Card,Completed,2026-01-13
David Grant,csharp@example.net,001-958-954-9954x60450,Asia,New Caledonia,After,Electronics,467.02,6,2802.12,Credit Card,Cancelled,2026-03-08
Jenny Melendez,alexandra04@example.net,(300)636-0510x767,Asia,Congo,Population,Sports,101.57,1,101.57,Bank Transfer,Completed,2026-01-14
Karen Newman,lambertkatrina@example.net,961.551.5917,South America,Philippines,Particular,Sports,129.38,1,129.38,Cash,Pending,2026-02-02
Andrew Herrera,rbaker@example.net,223.525.4875,Asia,Jordan,Guess,Sports,78.17,4,312.68,PayPal,Completed,2026-01-22
Antonio Guerrero,robinsonphilip@example.net,001-366-733-6312x4626,North America,Nauru,Billion,Electronics,126.96,4,507.84,PayPal,Cancelled,2026-03-13
Tony Ramirez,lisa44@example.com,001-569-529-0245x13545,North America,Mali,Task,Sports,236.25,8,1890.0,Cash,Pending,2026-03-13
Sharon Logan,matthew69@example.org,(656)489-6199,North America,Kyrgyz Republic,Home,Home,491.46,8,3931.68,Credit Card,Cancelled,2026-02-21
Eric Miller,jensendeanna@example.org,580-324-3137x460,North America,Afghanistan,Camera,Home,52.07,8,416.56,Credit Card,Completed,2026-02-04
Christine Collins,stephanie87@example.com,(557)750-0976,Asia,Seychelles,Left,Sports,15.05,6,90.3,Bank Transfer,Pending,2026-02-05
Derek Chapman,bmendoza@example.org,001-711-576-2961,Africa,Morocco,Final,Electronics,498.24,2,996.48,PayPal,Completed,2026-01-11
James Nicholson,lrodriguez@example.com,592.474.7679x15110,Asia,Madagascar,Reason,Books,22.92,6,137.52,PayPal,Completed,2026-01-23
Patricia Buckley,stephaniewashington@example.net,001-650-652-0171x4177,Asia,Marshall Islands,Rule,Home,403.13,2,806.26,Cash,Completed,2026-02-05
Brandi Bray,jenningsjillian@example.org,(342)876-9033,Africa,Lao People's Democratic Republic,Professional,Electronics,442.76,4,1771.04,Bank Transfer,Cancelled,2026-01-22
Todd Davis,poolejohn@example.com,+1-542-258-2862x2964,Asia,Montserrat,Sit,Sports,75.93,4,303.72,Credit Card,Pending,2026-02-13
Samuel Smith,victormoyer@example.net,781-677-1571x91905,Africa,Cayman Islands,Push,Clothing,401.33,6,2407.98,PayPal,Completed,2026-02-08
Michael Fry,denisewoodard@example.org,(621)634-8335x725,North America,Netherlands,Campaign,Sports,433.16,1,433.16,Bank Transfer,Completed,2026-03-06
Jason Schneider,rodriguezmark@example.com,(391)947-2150,North America,Norfolk Island,Wear,Home,465.73,9,4191.57,PayPal,Completed,2026-03-14
Lisa Brown,rprice@example.org,001-728-550-4646x287,Asia,Cuba,Performance,Home,306.67,2,613.34,Cash,Pending,2026-03-08
Ryan Morales,penasteve@example.org,+1-239-596-8936x445,South America,French Guiana,Success,Sports,132.53,4,530.12,Bank Transfer,Cancelled,2026-01-12
Timothy Gutierrez,shawnhumphrey@example.net,+1-638-891-9203x18319,Africa,Mali,Sister,Electronics,349.22,10,3492.2,Cash,Pending,2026-02-20
Robert Morrow,ericwells@example.org,001-970-726-9748x3607,Africa,Zambia,Himself,Home,419.51,4,1678.04,Credit Card,Completed,2026-02-04
Richard Duarte,amynunez@example.net,769-640-7326x11976,South America,Sweden,Up,Clothing,358.45,3,1075.35,PayPal,Pending,2026-03-31
Victoria Webb,samuelfitzgerald@example.org,763.829.6567x080,South America,Honduras,Beautiful,Clothing,142.17,8,1137.36,Credit Card,Cancelled,2026-04-03
Diana Cunningham,tholloway@example.net,884-713-3856,North America,South Georgia and the South Sandwich Islands,Son,Home,170.49,6,1022.94,PayPal,Cancelled,2026-01-26
Renee Kennedy,erin13@example.net,297.245.0184x157,North America,Finland,Stage,Books,368.98,2,737.96,Credit Card,Pending,2026-03-12
Michaela Villarreal,brandi43@example.com,+1-786-292-7317x506,Europe,Greenland,Require,Sports,275.08,3,825.24,Credit Card,Pending,2026-02-08
Travis Shannon,lowejohn@example.com,215-904-1005,South America,Venezuela,Weight,Home,312.1,3,936.3,Cash,Completed,2026-01-09
Jay Kent,mary55@example.net,(700)375-6491x5350,Africa,Kyrgyz Republic,Case,Home,171.35,2,342.7,Bank Transfer,Cancelled,2026-04-05
Katherine Farmer,lwoods@example.com,710-859-1413x4102,Asia,Bermuda,Best,Electronics,21.24,5,106.2,Credit Card,Cancelled,2026-01-09
Dr. Sandra Gomez,hilllaura@example.net,+1-662-267-9257x25199,Asia,Venezuela,Case,Home,124.74,3,374.22,Cash,Completed,2026-03-17
Shelby Anderson,zmills@example.org,(983)239-2086x24060,Europe,China,Create,Books,309.85,8,2478.8,Cash,Pending,2026-02-03
Nicholas Holland,walterthomas@example.org,(820)420-3927x39370,Africa,Svalbard & Jan Mayen Islands,Onto,Home,251.68,7,1761.76,Credit Card,Pending,2026-03-28
Donna Smith,opowell@example.org,001-326-852-1315x9529,South America,Venezuela,Safe,Home,423.24,10,4232.4,PayPal,Completed,2026-01-22
Jeffrey Jenkins,znunez@example.net,618-728-3093x3035,North America,China,Believe,Books,81.41,1,81.41,PayPal,Pending,2026-02-13
George Smith,castrojeffrey@example.com,610.964.5644x579,South America,Belgium,Religious,Electronics,83.24,1,83.24,Cash,Cancelled,2026-01-21
Randy Beltran,morenojessica@example.org,+1-772-302-9018x29119,Asia,Armenia,Always,Home,60.01,1,60.01,PayPal,Pending,2026-01-15
Samuel Williams,qgibson@example.net,575-433-2905x3235,Africa,South Georgia and the South Sandwich Islands,Property,Books,18.55,9,166.95,Bank Transfer,Cancelled,2026-03-06
Robyn Thompson,olivia42@example.com,+1-629-300-5684x93759,North America,Svalbard & Jan Mayen Islands,Capital,Electronics,306.95,3,920.85,PayPal,Completed,2026-02-26
Susan Yoder,wrodriguez@example.net,(449)341-6864x969,Africa,Haiti,Quality,Home,305.78,10,3057.8,Bank Transfer,Pending,2026-02-20
Jeremy Reilly,ellisjoseph@example.org,616.966.1126,Europe,Cayman Islands,Management,Clothing,422.08,8,3376.64,Credit Card,Completed,2026-03-20
Mike Dawson,jacquelineharvey@example.org,001-362-304-2179x2148,Europe,Georgia,Audience,Books,110.59,6,663.54,Cash,Pending,2026-01-06
Michael Blair,nmurray@example.com,(457)642-7853x20090,Asia,Belgium,Cover,Home,184.15,7,1289.05,Credit Card,Pending,2026-04-05
Matthew Warren,lopezsharon@example.com,001-648-620-2255x177,North America,Madagascar,Important,Clothing,197.27,3,591.81,Cash,Cancelled,2026-01-01
Justin Cole,linda67@example.org,797.467.0248,South America,Tuvalu,Same,Books,100.64,8,805.12,Cash,Completed,2026-01-10
Abigail Garcia,xvaughan@example.net,591-966-9595x6076,North America,Libyan Arab Jamahiriya,Money,Sports,163.11,4,652.44,PayPal,Completed,2026-01-25
Dana Bryant,jamesmedina@example.org,457-819-5184,Africa,Timor-Leste,Hold,Sports,249.27,6,1495.62,Bank Transfer,Cancelled,2026-02-04
Mrs. Tina Baker,ericsanford@example.net,4024221823,North America,Thailand,Month,Clothing,124.22,10,1242.2,Bank Transfer,Cancelled,2026-01-21
Jimmy Oliver,kelseymarshall@example.com,854-437-1927,South America,Mexico,Who,Electronics,106.54,2,213.08,Bank Transfer,Pending,2026-02-21
Heather Rivera,bennettjoshua@example.com,211-596-2960x9746,Europe,American Samoa,There,Sports,262.55,6,1575.3,PayPal,Pending,2026-02-26
David Clark,sarah57@example.com,629-566-4905,South America,Swaziland,Support,Clothing,142.45,7,997.15,Cash,Completed,2026-03-02
Brandon Good,krystal46@example.com,934.750.3617x897,North America,Malaysia,Section,Books,394.38,1,394.38,Cash,Pending,2026-02-04
Joseph Espinoza,caroline98@example.com,+1-301-238-8092x899,Europe,Malawi,Exactly,Books,21.78,9,196.02,Bank Transfer,Cancelled,2026-03-21
Deborah Mckenzie,gdavis@example.org,+1-354-978-9025x309,Asia,Peru,Three,Books,18.39,7,128.73,Cash,Pending,2026-02-14
Kayla Lee MD,rachel54@example.org,001-331-300-2065x437,North America,South Georgia and the South Sandwich Islands,Manage,Clothing,390.95,7,2736.65,PayPal,Completed,2026-01-13
Carolyn King,briankhan@example.org,(513)437-4454,Africa,Dominica,Type,Sports,216.14,9,1945.26,Credit Card,Cancelled,2026-01-30
Darren Hernandez,danielharris@example.net,+1-473-953-2899,Africa,Belize,Yourself,Sports,202.65,3,607.95,Bank Transfer,Cancelled,2026-01-22
Jessica Adams,joseph87@example.org,(926)675-3969x582,South America,Iceland,Money,Books,118.38,5,591.9,PayPal,Pending,2026-02-27
Destiny Clark,john82@example.net,407-775-0644x41918,North America,Turkmenistan,Indeed,Books,101.24,4,404.96,Credit Card,Completed,2026-03-21
Maria Tate,adamschristina@example.net,(469)901-4691,Africa,Brazil,Life,Home,437.38,7,3061.66,PayPal,Completed,2026-01-04
Victoria Jones,timothy95@example.com,823-848-8634x376,South America,Canada,Democrat,Home,489.26,6,2935.56,Cash,Completed,2026-01-13
Suzanne Snow,justin20@example.org,(908)413-2824x57658,Europe,Fiji,Find,Books,479.16,5,2395.8,Cash,Completed,2026-01-19
Sandra Webb,briansavage@example.org,733-773-4929x8145,North America,Slovenia,Say,Home,166.75,3,500.25,Credit Card,Completed,2026-02-09
Andrea Hamilton,alicia08@example.org,660.851.1264,Asia,Cote d'Ivoire,Land,Home,64.41,9,579.69,PayPal,Completed,2026-03-30
Danielle Johnson,dbrooks@example.org,001-670-773-7935x88137,Africa,Anguilla,Management,Clothing,202.17,5,1010.85,Cash,Pending,2026-02-01
David Vega,amanda28@example.com,223.392.6690x887,North America,Comoros,Early,Sports,452.52,2,905.04,Cash,Cancelled,2026-03-07
Michael Bauer,brian90@example.net,458-425-6758x2029,Europe,Cayman Islands,Social,Electronics,390.58,5,1952.9,Cash,Pending,2026-02-19
Lindsey Lambert,pherman@example.org,+1-642-311-7412x4709,Asia,Malaysia,Modern,Books,386.76,2,773.52,Bank Transfer,Pending,2026-02-23
Alejandro Williams,mark99@example.net,499-610-1887,Asia,Lithuania,Not,Books,88.97,4,355.88,PayPal,Pending,2026-02-09
Jason Anderson,carmenle@example.org,594-414-2781x13334,South America,Marshall Islands,Prepare,Books,439.21,5,2196.05,Bank Transfer,Pending,2026-03-26
Tracy Anderson,simongregory@example.org,(838)600-0129x986,North America,Norway,Daughter,Books,357.65,5,1788.25,Bank Transfer,Completed,2026-03-07
Michael Vasquez,mendezkathleen@example.net,272.644.9732x322,Europe,Palau,Yet,Sports,396.24,2,792.48,Credit Card,Pending,2026-03-24
Brenda Hanna,msanchez@example.net,6496023644,Africa,British Indian Ocean Territory (Chagos Archipelago),Without,Books,380.46,5,1902.3,Bank Transfer,Completed,2026-03-09
Jacqueline Rodriguez,jeremy94@example.com,998.230.4684x73366,North America,Guadeloupe,Such,Home,384.26,4,1537.04,Bank Transfer,Completed,2026-01-15
Steven Thomas,william94@example.org,(628)381-3018x2579,Africa,Solomon Islands,Score,Sports,77.58,9,698.22,Cash,Completed,2026-03-29
Laura Pierce,bwilliams@example.org,+1-419-255-4275x7941,South America,Netherlands Antilles,Building,Books,489.01,2,978.02,Credit Card,Pending,2026-01-15
Thomas Romero,connie39@example.org,+1-559-910-8899x847,Africa,Nepal,News,Sports,388.01,2,776.02,Credit Card,Completed,2026-02-23
Mark Nguyen,barbara20@example.org,(908)237-9126x809,South America,Pitcairn Islands,Point,Sports,33.74,2,67.48,Credit Card,Cancelled,2026-03-27
Dylan Chavez,kelli13@example.com,631-837-3536,Europe,Saint Pierre and Miquelon,Write,Books,11.35,7,79.45,Cash,Completed,2026-02-05
Carlos Herrera,kaitlynanderson@example.com,001-212-674-4174x015,Europe,New Caledonia,Pull,Home,110.78,4,443.12,Cash,Pending,2026-04-01
Shannon Bauer,rlambert@example.com,001-932-386-2525x569,Asia,Tuvalu,Hospital,Books,278.62,1,278.62,Cash,Cancelled,2026-02-22
Emily Smith,john54@example.org,(293)218-9788,Europe,Northern Mariana Islands,Technology,Electronics,48.67,6,292.02,PayPal,Cancelled,2026-01-20
Kristina Malone MD,davidweaver@example.net,+1-313-526-3768x9582,Africa,Albania,Friend,Clothing,447.5,4,1790.0,Bank Transfer,Pending,2026-03-29
Edgar Mendoza,michaelsmith@example.org,259.825.1700,Europe,San Marino,Source,Sports,111.44,2,222.88,Bank Transfer,Completed,2026-03-31
Christopher Cervantes,jeremiahlyons@example.net,336-252-2741,Asia,Canada,Require,Home,425.27,6,2551.62,Bank Transfer,Pending,2026-02-11
Christopher Anderson,xjohnson@example.net,(599)545-0217x48359,Africa,Sao Tome and Principe,City,Electronics,387.83,7,2714.81,PayPal,Cancelled,2026-03-04
Laura Heath,xbrown@example.org,592-538-7018x2944,Europe,Uruguay,Late,Sports,441.98,10,4419.8,Credit Card,Pending,2026-01-13
Paul Keith,debra92@example.com,690.263.8866,Europe,Eritrea,Enough,Sports,108.92,7,762.44,Bank Transfer,Cancelled,2026-01-20
Dylan Hoffman,mary62@example.com,(912)741-7698,Europe,Hong Kong,Author,Electronics,203.62,7,1425.34,Bank Transfer,Pending,2026-03-27
David Kelley,danielsjennifer@example.org,976.939.9555x176,South America,Andorra,Environment,Electronics,65.63,6,393.78,PayPal,Pending,2026-03-28
Matthew Williams,julie63@example.org,+1-612-252-2135,Africa,Martinique,Hear,Books,164.5,8,1316.0,PayPal,Completed,2026-03-27
Steven Hart,jennifer69@example.com,5555928191,Asia,Puerto Rico,Training,Clothing,111.17,5,555.85,Bank Transfer,Completed,2026-03-02
Angela Lawrence,charrington@example.org,498-579-6623x647,Asia,Jersey,Own,Home,278.4,9,2505.6,Bank Transfer,Cancelled,2026-01-11
Phyllis Arias,jeffrey21@example.org,994.374.2784,Europe,Montserrat,Take,Home,291.94,1,291.94,PayPal,Pending,2026-02-15
Glenn Jones,jacksonteresa@example.org,001-433-523-9655x2102,Europe,Tonga,Marriage,Home,29.96,10,299.6,Credit Card,Pending,2026-01-20
Bobby Baldwin,zbowen@example.com,790.298.9691x400,South America,Serbia,Use,Books,332.51,3,997.53,PayPal,Pending,2026-03-10
Emily Chavez,ebutler@example.com,729-825-3892x289,Asia,Azerbaijan,Hot,Home,120.88,1,120.88,Cash,Pending,2026-01-10
Angela Griffin,patrick61@example.org,237-226-1232x005,Asia,Mexico,Increase,Electronics,70.76,7,495.32,Bank Transfer,Pending,2026-01-16
Thomas Maldonado,jamesmartinez@example.com,+1-269-320-1313,Europe,Brazil,Well,Sports,40.99,6,245.94,Cash,Completed,2026-02-06
Rebekah Gomez,hillscott@example.net,001-640-476-5196x654,North America,French Guiana,Consumer,Sports,268.02,8,2144.16,Credit Card,Pending,2026-03-23
Katherine Barnes,parkphillip@example.com,001-591-684-1525x720,Africa,Belgium,Citizen,Sports,153.69,7,1075.83,Cash,Completed,2026-03-14
Diana Patton,johnstonjames@example.net,745-950-4122,Europe,Philippines,Can,Sports,482.65,7,3378.55,PayPal,Completed,2026-03-02
Dawn Diaz,wilsonkristine@example.net,+1-430-978-4572x9732,Asia,Liechtenstein,Focus,Clothing,259.94,6,1559.64,Credit Card,Pending,2026-02-06
Joshua Coffey,riveraglenn@example.net,209-317-7593,Europe,Uruguay,International,Clothing,154.8,9,1393.2,Bank Transfer,Pending,2026-01-16
James Shaw,millerlaura@example.net,(833)640-4990,Africa,Nicaragua,Work,Clothing,403.26,1,403.26,Credit Card,Cancelled,2026-03-12
Krystal Wang,pettycarolyn@example.org,683-548-9564x0567,South America,Kuwait,Environment,Books,23.46,9,211.14,Bank Transfer,Cancelled,2026-04-03
Joshua Craig,sarah24@example.org,796.657.9958,North America,Guatemala,Question,Sports,285.02,8,2280.16,PayPal,Completed,2026-02-09
Kathleen Bernard,dolson@example.org,+1-561-375-4177x81026,Africa,Nauru,Standard,Home,365.88,4,1463.52,PayPal,Pending,2026-03-09
Jason Manning,ocooley@example.net,906-706-7230,South America,Burkina Faso,Eat,Clothing,328.12,2,656.24,PayPal,Pending,2026-01-08
